appTitle,userName,date,score,text,datetime,category,id,contentRating,processed_text,len,class1_ty,class2_ycx,class3_jc,final
,Pawan Giroh,28-Apr-19,4,very nice app,2019/5/1,MUSIC_AND_AUDIO,1314761,,very nice app,13,4,4,4,4
Fantastic Face _ Daily face & Beauty Competition,Brandon McKean,4-May-19,1,you cant even see what you look like in the future without paying,2019/5/9,LIFESTYLE,2355656,,you cant even see what you look like in the future without paying,65,3,1,3,3
Drink Water Reminder: Water Tracker & Alarm,Monisha Abraham,2-Apr-19,5,its very good app,2019/4/7,HEALTH_AND_FITNESS,2522486,Everyone,its very good app,17,4,4,4,4
Drum Pad Machine - Make Beats,A Google User,25-Mar-19,1,way too mant ads unplayable i underestand that the game needs to make money but over using ads will result in you losing players to other apps and its just a lost on your part.,2019/4/1,MUSIC_AND_AUDIO,1159662,Everyone,way too mant ads unplayable i underestand that the game needs to make money but over using ads will result in you losing players to other apps and its just a lost on your part,175,3,2,3,3
Tubi - Free Movies & TV Shows,Roblox Gamer Girl,20-Apr-19,5,love it the only thing I don't like is the ads but everything else is awesome!,2019/4/21,ENTERTAINMENT,1645997,Teen,love it the only thing I dont like is the ads but everything else is awesome,76,4,2,2,2
Apple Music,Andria Watson,6-May-19,5,hi this is cutw,2019/5/9,MUSIC_AND_AUDIO,1388891,Teen,hi this is cutw,15,4,4,3,4
,Aaron Coria,1-Apr-19,1,need to improve more it sometimes works,2019/5/1,ENTERTAINMENT,1701350,,need to improve more it sometimes works,39,1,2,1,1
Pandora Music,Lisa Gibbs,4-Apr-19,2,keeps closing on me,2019/4/7,MUSIC_AND_AUDIO,1203789,Teen,keeps closing on me,19,1,4,1,1
Photomath,,20-Mar-19,5,It gives you the right answers Can't complain __,2019/3/24,EDUCATION,43629,Everyone,It gives you the right answers Cant complain ,45,3,4,3,3
Battle Royale: FPS Shooter,,8-Mar-19,1,how can you make this game !!!! It doesn't have good graphics even we can't take weapons in this game,2019/3/8,GAME_ACTION,707495,Teen,how can you make this game  It doesnt have good graphics even we cant take weapons in this game,95,3,1,3,3
Amazon Music,Brad Kruger,22-Mar-19,5,Easy and very enjoyable to use!!!,2019/3/24,MUSIC_AND_AUDIO,1116220,Teen,Easy and very enjoyable to use,30,4,4,3,4
,A Google User,12-Feb-19,5,i love it but u guys need to make more unlocked episodes,2019/5/1,FAMILY,2015283,,i love it but u guys need to make more unlocked episodes,56,2,2,2,2
